Id,Active_cust,estimated_income,months_on_network,complaints_count,plan_changes_count,relocated_new_place,monthly_bill_avg,CSAT_Survay_Score,high_talktime_flag,internet_time
506,Yes,65759,10,2,0,No,159.86,5,Yes,74
507,No,59031,10,0,3,No,73.33,3,No,99
508,No,78477,107,0,4,Yes,152.96,2,No,103
509,No,55354,54,0,3,Yes,142.32,3,No,202
510,No,88995,74,0,3,No,41.32,4,No,17
511,Yes,50062,61,0,2,No,67.89,3,No,98
512,Yes,79116,4,0,1,No,169.04,2,No,208
513,No,51671,94,1,1,No,82.89,3,No,151
514,No,75969,23,0,2,No,138.63,4,Yes,104
515,Yes,44707,62,0,4,No,160.46,4,No,76
516,Yes,64517,96,0,2,No,38.02,1,No,63
517,Yes,91441,117,0,0,No,116.7,5,No,5
518,No,67300,90,0,3,Yes,76.49,3,No,67
519,No,88661,66,0,2,Yes,107.4,5,Yes,42
520,Yes,64474,74,1,4,No,171.69,1,No,34
521,Yes,54899,49,2,1,No,133.93,3,No,133
522,Yes,68439,33,0,0,No,73.43,1,Yes,45
523,No,77367,61,1,0,No,70.02,1,No,22
524,No,26889,51,0,2,No,55.22,1,No,201
525,No,75445,8,0,0,No,142.44,3,Yes,219
526,Yes,46203,79,1,3,No,85.96,3,Yes,6
527,Yes,41231,74,2,4,No,76.05,1,Yes,237
528,Yes,75771,112,2,0,No,155.03,4,Yes,185
529,Yes,91770,66,0,2,No,187.21,3,Yes,240
530,No,69328,0,0,4,No,154.99,4,No,20
531,No,37891,0,1,2,No,181.51,2,No,9
532,No,51588,73,1,0,No,144.3,2,Yes,31
533,No,56634,46,0,4,No,69.71,4,No,226
534,Yes,68921,86,1,2,No,106.64,3,Yes,59
535,No,63562,71,1,1,No,38.58,4,Yes,9
536,No,74904,9,1,3,No,70.27,4,Yes,153
537,No,84999,95,0,1,No,132.6,3,No,123
538,Yes,71894,82,0,0,No,83.58,1,Yes,98
539,Yes,82961,112,1,4,No,133.23,3,No,166
540,Yes,59605,64,0,1,No,91.18,4,Yes,34
541,No,130918,92,2,0,No,47.64,5,Yes,24
542,Yes,76063,22,2,0,No,85.25,3,Yes,66
543,Yes,78680,120,0,3,No,72.35,5,No,237
544,Yes,100153,36,1,4,No,75.32,5,No,75
545,Yes,66763,64,2,4,No,154.81,5,No,142
546,Yes,52089,11,1,1,No,159.63,1,Yes,108
547,Yes,91128,58,1,3,No,184.84,1,Yes,176
548,Yes,92302,97,1,2,No,58.55,1,Yes,233
549,Yes,68070,3,1,2,No,63.17,5,Yes,28
550,No,100192,108,1,4,No,72.78,5,Yes,200
551,Yes,63334,8,0,2,No,78.88,4,Yes,181
552,No,83645,54,1,3,No,189.58,3,Yes,163
553,Yes,95310,82,2,2,No,63.53,2,No,61
554,Yes,66966,93,1,2,No,78.32,3,No,57
555,No,74135,8,0,4,No,176.75,3,No,94
556,Yes,85520,46,3,4,No,140.7,3,Yes,226
557,Yes,57676,110,0,2,No,161.81,4,Yes,221
558,Yes,48716,2,0,2,No,68.54,3,No,109
559,No,91659,33,0,2,No,63.22,5,No,229
560,Yes,71135,47,1,0,No,49.85,1,Yes,54
561,No,54888,62,2,4,No,74.34,4,No,99
562,Yes,66882,41,0,3,No,50.63,4,No,47
563,Yes,75170,58,1,2,No,90.68,5,Yes,163
564,Yes,33614,69,0,4,No,78.6,1,No,131
565,Yes,79319,39,0,1,No,59.3,5,Yes,19
566,Yes,73168,39,0,2,No,130.5,4,Yes,210
567,Yes,98101,56,0,4,No,179.27,2,No,31
568,Yes,60620,46,0,3,No,83.26,3,No,125
569,No,92542,20,1,3,No,106.12,1,Yes,156
570,Yes,64107,21,0,3,No,96.12,4,Yes,72
571,Yes,67783,30,2,1,Yes,100.07,5,Yes,153
572,No,70619,109,3,2,No,181.42,1,No,119
573,Yes,106865,36,2,2,No,149.86,2,No,79
574,Yes,40210,111,0,3,No,194.71,4,Yes,67
575,No,74901,33,1,0,No,89.0,1,No,19
576,No,65844,55,0,4,No,95.65,1,Yes,102
577,Yes,64429,25,0,0,No,48.58,2,Yes,148
578,No,76660,88,1,0,No,67.26,5,No,84
579,Yes,87120,91,0,1,No,61.82,2,Yes,52
580,Yes,75632,15,0,4,No,49.83,3,No,134
581,Yes,89704,74,1,0,No,118.59,3,No,68
582,No,59980,87,0,1,No,197.8,3,No,78
583,Yes,64028,119,0,4,No,64.54,1,No,159
584,Yes,44982,9,0,3,Yes,117.6,1,No,88
585,Yes,104658,53,0,0,No,56.47,4,Yes,153
586,Yes,61265,110,0,1,No,97.9,3,No,17
587,Yes,59055,46,0,0,No,115.44,1,No,79
588,Yes,77133,88,0,0,No,141.37,4,No,201
589,Yes,87141,61,1,2,No,84.44,2,Yes,221
590,Yes,51158,76,1,4,No,81.88,4,Yes,133
591,Yes,88733,77,3,4,No,101.87,5,No,176
592,Yes,58933,74,1,1,No,82.92,3,Yes,48
593,Yes,93612,46,3,4,Yes,43.52,4,Yes,77
594,Yes,54181,15,1,3,No,84.46,4,Yes,107
595,No,79708,59,0,3,Yes,86.29,2,No,237
596,Yes,65854,81,0,2,No,182.39,3,No,12
597,Yes,42472,102,1,4,No,189.01,3,No,22
598,Yes,36680,45,0,0,No,93.07,4,Yes,211
599,Yes,50140,94,0,2,No,127.1,2,Yes,184
600,Yes,84851,53,0,0,No,64.14,5,No,96
601,Yes,26136,115,1,1,No,189.92,2,Yes,166
602,Yes,71678,26,0,0,No,191.08,2,Yes,142
603,Yes,69937,9,1,0,No,72.71,1,No,126
604,Yes,31354,31,0,4,No,130.56,4,No,37
605,Yes,49062,26,1,3,Yes,55.06,4,Yes,66
606,Yes,49024,9,1,1,Yes,172.89,2,Yes,112
607,Yes,66053,82,1,0,No,112.54,3,No,14
608,Yes,94326,102,2,2,No,137.99,5,Yes,226
609,Yes,86499,21,0,2,No,144.79,5,Yes,240
610,Yes,57793,5,1,4,No,175.79,2,Yes,67
611,Yes,48411,32,1,1,Yes,78.76,1,No,238
612,No,33832,8,0,3,No,97.35,4,No,44
613,Yes,57427,22,3,2,No,188.68,5,Yes,29
614,Yes,47024,95,0,1,No,167.68,5,No,57
615,No,64277,92,2,1,No,134.4,5,No,17
616,No,65034,74,1,3,No,173.56,1,No,214
617,Yes,55488,100,0,4,No,108.12,5,No,48
618,Yes,55907,48,0,4,No,176.45,5,Yes,227
619,No,51124,25,1,4,No,100.36,5,Yes,110
620,No,54750,42,1,1,No,197.16,3,No,133
621,Yes,93718,49,0,2,Yes,129.69,4,No,108
622,Yes,75356,113,1,0,No,186.67,3,No,177
623,Yes,75627,100,0,3,No,123.36,1,No,178
624,Yes,85238,117,0,0,No,127.6,3,No,103
625,Yes,83470,60,2,4,No,71.16,2,No,142
626,Yes,93495,56,0,3,No,91.35,5,No,143
627,Yes,76768,103,0,0,No,75.09,5,Yes,66
628,No,69102,6,0,1,No,136.36,4,Yes,111
629,Yes,53184,78,0,3,No,149.29,1,No,168
630,Yes,48516,62,0,0,No,119.4,5,No,113
631,No,82645,57,1,2,Yes,64.79,3,No,77
632,No,62778,86,1,4,No,104.65,2,No,130
633,Yes,37802,115,2,1,No,183.15,4,Yes,148
634,Yes,23139,33,0,3,No,149.22,2,No,58
635,Yes,107952,110,3,1,No,131.51,1,No,202
636,Yes,45281,64,1,3,No,78.28,2,Yes,7
637,Yes,51275,63,1,3,No,176.16,3,No,83
638,Yes,89561,7,1,0,No,151.45,5,Yes,226
639,Yes,40828,51,0,3,No,76.92,3,No,190
640,Yes,75628,25,0,2,No,86.7,3,No,227
641,Yes,101439,74,0,4,No,170.59,1,No,80
642,Yes,107276,95,1,3,No,128.4,3,Yes,16
643,Yes,56051,110,1,2,No,190.01,1,Yes,231
644,Yes,64759,113,0,4,No,31.07,1,No,232
645,Yes,57072,76,1,4,Yes,124.56,5,No,185
646,No,64640,117,1,2,No,115.73,1,No,6
647,Yes,90965,114,1,0,No,156.04,3,No,117
648,Yes,37013,62,1,1,No,148.3,2,No,51
649,No,77959,110,1,3,No,107.64,1,Yes,55
650,Yes,61090,95,2,2,No,80.94,1,No,29
651,Yes,92370,12,0,2,No,136.0,4,Yes,73
652,Yes,91308,46,1,4,Yes,113.56,1,No,78
653,Yes,56857,49,1,2,No,98.11,4,No,49
654,No,62784,70,0,4,No,180.26,4,No,154
655,Yes,82855,51,0,1,No,107.27,3,Yes,86
656,Yes,84666,36,0,4,No,50.68,3,No,134
657,Yes,20000,117,0,1,No,50.55,2,No,177
658,Yes,82791,86,0,1,No,182.15,5,No,54
659,Yes,97929,6,0,3,No,90.75,1,Yes,37
660,Yes,70112,99,2,2,No,143.54,2,No,108
661,Yes,84003,91,0,4,No,113.44,5,Yes,94
662,No,90575,119,0,2,No,32.34,1,Yes,133
663,Yes,69431,67,0,3,No,128.25,1,No,135
664,Yes,81284,67,0,3,No,71.18,4,Yes,187
665,Yes,65253,87,1,3,No,172.41,5,No,78
666,Yes,63956,56,0,1,Yes,131.09,1,No,19
667,Yes,51769,63,0,3,No,114.41,3,No,29
668,Yes,68460,85,3,1,No,164.97,2,No,148
669,Yes,102737,81,1,3,No,92.35,2,Yes,154
670,Yes,46950,58,2,2,No,145.19,2,Yes,225
671,Yes,77337,107,1,4,No,46.64,2,Yes,9
672,No,71419,55,0,0,Yes,101.87,1,Yes,41
673,Yes,94496,8,0,4,No,162.73,4,No,51
674,Yes,98257,104,2,0,No,94.99,1,No,130
675,Yes,46514,71,2,4,Yes,180.91,2,Yes,189
676,No,53515,1,1,0,No,134.0,4,No,56
677,Yes,54608,92,1,0,No,132.02,5,No,74
678,Yes,55316,84,0,0,No,126.39,1,Yes,202
679,No,57031,17,0,4,Yes,144.66,3,No,175
680,No,71941,80,0,4,No,81.84,1,Yes,117
681,No,47972,76,1,2,No,77.51,3,Yes,169
682,Yes,50784,83,0,3,No,40.61,5,No,73
683,Yes,49188,86,0,3,No,123.22,5,No,65
684,Yes,74852,13,1,1,No,158.21,3,Yes,84
685,No,63724,14,1,0,No,177.45,4,No,30
686,Yes,60173,112,1,3,No,60.58,4,No,145
687,Yes,48162,2,0,0,No,193.7,1,No,156
688,Yes,32918,20,1,0,No,84.51,3,Yes,139
689,No,97630,105,2,3,No,121.94,2,No,133
690,Yes,59225,59,0,0,No,136.97,1,No,164
691,Yes,119209,44,0,3,No,153.62,2,Yes,81
692,Yes,80455,120,0,3,No,97.85,1,No,50
693,Yes,101585,120,1,0,No,131.96,2,No,186
694,Yes,84869,25,0,0,No,38.33,2,No,178
695,Yes,68170,118,2,0,No,52.25,2,No,79
696,Yes,53046,118,1,4,No,98.46,5,No,110
697,Yes,45463,73,1,1,No,58.77,1,Yes,141
698,Yes,87393,79,0,1,No,145.72,4,No,44
699,Yes,70300,107,0,0,No,132.35,5,Yes,76
700,Yes,77330,45,2,0,No,148.62,4,No,219
701,Yes,81292,66,0,4,No,65.38,1,No,77
702,Yes,72119,15,0,1,Yes,198.43,5,Yes,80
703,Yes,55562,86,0,0,No,66.1,4,No,120
704,Yes,85254,26,2,1,No,119.16,3,No,217
705,Yes,61036,16,2,3,No,81.39,4,Yes,111
706,No,66811,16,0,3,No,110.08,4,No,150
707,Yes,79347,96,1,0,No,199.79,5,No,84
708,No,63820,72,1,4,Yes,135.64,2,Yes,47
709,Yes,28643,67,0,1,No,63.36,2,No,180
710,Yes,85811,5,0,1,No,63.7,3,Yes,56
711,No,90098,83,1,1,No,123.71,5,No,55
712,Yes,28377,71,1,0,No,195.81,4,No,67
713,Yes,44134,65,0,1,No,137.6,1,Yes,147
714,Yes,105477,116,3,0,No,91.4,3,No,34
715,Yes,69640,56,0,2,No,57.44,5,Yes,87
716,No,65071,116,1,4,No,112.79,4,Yes,62
717,No,56472,10,1,0,No,198.41,2,No,33
718,No,44385,33,0,4,No,157.18,4,No,54
719,Yes,61111,109,0,2,No,63.68,3,Yes,98
720,No,84488,3,0,2,No,86.5,4,Yes,23
721,No,64686,46,3,2,Yes,41.9,1,No,29
722,Yes,77205,17,3,1,No,33.69,4,No,199
723,Yes,100314,81,2,2,No,73.25,1,No,189
724,No,53390,81,1,3,No,50.2,2,No,145
725,Yes,71057,58,0,4,No,119.06,1,Yes,86
726,No,85087,46,1,4,No,41.64,5,No,65
727,Yes,46341,35,1,2,No,187.52,1,No,208
728,No,68561,61,1,4,No,158.16,1,No,46
729,Yes,102446,54,1,1,No,152.63,4,No,154
730,Yes,58194,82,0,1,Yes,98.93,4,No,205
731,Yes,86366,110,2,2,Yes,124.67,2,Yes,71
732,No,62177,68,2,3,No,46.47,1,Yes,200
733,Yes,100991,31,0,0,No,52.11,4,Yes,23
734,Yes,32090,57,1,1,No,132.36,3,Yes,222
735,Yes,66299,39,0,1,No,130.94,5,No,23
736,No,35422,52,1,2,No,41.23,4,No,136
737,Yes,50982,4,1,0,No,159.69,1,No,219
738,No,50863,106,0,1,Yes,190.97,5,No,145
739,Yes,59660,93,0,2,No,56.36,4,No,65
740,Yes,41234,101,0,4,No,50.05,3,Yes,181
741,Yes,63565,44,0,1,No,127.71,3,Yes,239
742,Yes,74209,110,0,2,Yes,193.28,1,No,224
743,No,34361,79,3,0,No,189.46,3,Yes,207
744,Yes,52301,56,0,2,No,128.62,5,No,27
745,Yes,115819,75,1,1,No,125.1,1,No,122
746,No,71584,65,0,1,No,66.86,1,No,128
747,Yes,28645,16,2,1,No,116.23,4,No,89
748,Yes,36990,92,1,0,No,195.98,3,Yes,170
749,No,69518,107,3,2,No,70.83,1,No,232
750,Yes,67013,21,2,0,No,141.18,5,No,164
751,Yes,53251,8,0,2,No,42.68,1,No,26
752,No,108866,15,0,2,No,111.37,2,Yes,58
753,Yes,117374,90,0,1,No,52.86,1,Yes,95
754,Yes,59712,100,0,4,No,165.61,2,No,62
755,Yes,82459,8,0,1,No,113.49,1,No,17
756,No,83463,17,1,0,No,68.68,4,No,62
757,Yes,86117,68,0,0,No,196.92,5,No,81
758,Yes,52198,75,2,1,No,45.93,4,Yes,164
759,No,103788,11,1,3,No,114.09,1,Yes,62
760,No,63628,40,0,1,No,194.12,5,No,21
761,Yes,73439,92,0,2,No,51.0,2,No,234
762,Yes,65040,77,0,3,No,77.12,3,No,205
763,Yes,62206,75,0,4,No,141.83,3,Yes,145
764,No,70568,63,1,0,Yes,172.87,2,No,36
765,Yes,41282,77,0,4,No,91.23,4,No,201
766,Yes,25576,115,0,2,No,179.56,2,Yes,147
767,No,60732,66,0,1,No,121.14,1,Yes,65
768,No,47391,70,1,0,No,126.92,2,Yes,184
769,Yes,75950,61,1,0,No,44.15,3,No,63
770,No,73675,52,2,4,No,199.37,4,No,69
771,Yes,65269,67,0,1,No,170.21,4,No,220
772,No,94631,65,1,0,Yes,75.19,4,No,22
773,Yes,64875,43,0,1,No,190.0,4,No,44
774,Yes,35836,97,0,1,No,165.74,2,No,16
775,No,60527,43,1,4,No,65.58,1,No,114
776,Yes,88419,40,0,1,No,48.69,2,No,110
777,Yes,27314,22,2,1,No,42.62,2,Yes,168
778,No,63119,96,0,1,No,169.1,3,Yes,66
779,No,76509,36,1,2,No,97.4,2,No,216
780,Yes,118044,21,1,1,No,176.48,4,No,191
781,Yes,89165,43,0,0,No,162.97,1,No,51
782,Yes,67652,116,0,4,No,109.42,5,No,82
783,Yes,75415,26,0,2,No,89.82,4,No,169
784,Yes,27046,60,2,4,No,85.7,5,Yes,167
785,Yes,44005,27,1,4,No,91.75,3,No,113
786,No,78019,46,0,4,No,148.89,4,Yes,205
787,Yes,68223,71,0,2,No,139.63,5,Yes,57
788,Yes,70774,38,2,4,No,46.29,5,No,22
789,Yes,65682,67,1,4,No,133.85,2,Yes,225
790,No,64898,84,1,3,No,52.33,4,No,20
791,Yes,67058,18,0,2,No,197.38,5,No,25
792,Yes,43879,38,1,4,No,120.56,5,No,170
793,Yes,60421,120,0,1,No,77.71,3,No,230
794,Yes,40117,1,1,1,No,183.89,3,Yes,154
795,Yes,52608,120,0,3,No,107.17,3,No,178
796,No,88918,30,2,3,No,64.44,1,Yes,38
797,No,61384,83,1,1,No,80.61,3,Yes,66
798,Yes,76916,55,1,4,No,96.48,5,No,145
799,Yes,67305,41,0,3,No,33.47,3,No,131
800,No,57302,30,1,3,No,113.26,2,No,18
801,No,44828,66,0,1,No,156.78,5,No,216
802,Yes,56998,86,1,3,No,130.46,3,No,42
803,Yes,68663,71,2,3,No,79.13,1,No,95
804,Yes,76603,51,1,4,No,159.87,5,No,102
805,Yes,67446,104,0,0,No,72.33,5,Yes,157
806,No,77989,9,0,3,Yes,58.09,3,No,72
807,No,34596,73,0,3,No,137.33,1,Yes,92
808,No,82333,10,2,2,No,88.18,4,No,82
809,Yes,42434,72,2,3,No,107.26,5,No,1
810,Yes,84670,15,1,1,No,38.79,4,No,75
811,No,75048,41,0,1,No,186.61,3,No,239
812,No,27596,49,2,3,No,128.76,1,No,109
813,Yes,79739,95,2,0,No,178.55,1,No,162
814,No,84901,82,1,4,No,178.54,3,Yes,84
815,No,90157,59,1,1,No,130.86,3,Yes,164
816,Yes,49628,27,0,4,No,132.96,3,Yes,123
817,Yes,68588,61,0,1,No,66.82,1,No,201
818,Yes,78888,50,0,4,No,121.18,2,Yes,29
819,Yes,79726,28,1,0,No,149.26,1,Yes,192
820,Yes,73190,11,1,4,Yes,92.79,3,No,24
821,No,56467,17,2,4,No,166.84,4,No,19
822,Yes,84758,95,0,3,Yes,47.09,2,Yes,103
823,Yes,84876,86,2,2,No,188.27,4,No,191
824,Yes,61914,118,1,1,Yes,98.76,1,Yes,100
825,Yes,49328,85,1,3,No,72.56,1,Yes,220
826,No,50441,4,0,1,No,124.0,5,Yes,110
827,Yes,92296,119,0,4,No,120.4,1,No,221
828,Yes,84013,71,0,3,No,97.8,5,No,200
829,No,64599,35,0,3,No,66.26,1,Yes,18
830,Yes,61016,50,0,2,No,152.56,3,No,227
831,Yes,29636,80,3,0,No,167.74,5,No,105
832,Yes,63311,70,0,2,No,39.63,3,Yes,143
833,Yes,41177,43,0,2,No,142.29,1,No,162
834,Yes,68179,107,0,1,No,193.1,1,Yes,128
835,Yes,88704,37,0,1,Yes,97.23,3,No,157
836,Yes,45390,29,1,4,No,105.89,2,Yes,235
837,No,69771,110,2,4,Yes,102.72,3,Yes,104
838,Yes,84955,28,1,1,Yes,77.29,1,Yes,73
839,Yes,69405,2,0,1,No,44.92,5,Yes,151
840,Yes,54520,34,2,4,No,176.66,3,No,174
841,Yes,65207,97,0,2,No,68.25,1,No,114
842,Yes,84144,90,0,0,No,112.1,1,No,70
843,Yes,70251,78,0,1,No,155.39,2,No,122
844,No,64932,119,0,0,No,162.84,4,No,125
845,Yes,88122,71,1,0,Yes,116.89,2,Yes,62
846,Yes,75298,31,0,3,No,144.93,5,Yes,55
847,Yes,40941,53,1,3,No,80.94,3,Yes,189
848,No,77628,71,0,1,No,47.08,1,No,95
849,Yes,83991,39,2,0,Yes,85.83,1,No,95
850,Yes,40253,72,1,1,No,128.52,1,No,121
851,Yes,20000,24,0,0,No,164.17,4,No,106
852,No,44161,78,1,0,No,44.45,4,No,19
853,Yes,62950,59,0,3,No,107.15,5,Yes,204
854,No,85195,75,1,0,No,101.7,2,No,120
855,Yes,47180,66,0,4,No,107.11,5,Yes,192
856,Yes,76102,26,0,3,No,39.44,4,Yes,205
857,Yes,20000,91,1,2,No,129.8,4,Yes,237
858,Yes,68606,85,0,0,Yes,130.61,4,No,229
859,Yes,56865,22,0,2,No,62.83,2,Yes,88
860,Yes,106971,118,0,1,Yes,43.05,4,Yes,192
861,No,27158,11,1,2,No,166.05,3,Yes,127
862,Yes,64709,65,0,2,No,94.52,2,Yes,57
863,Yes,27035,27,1,4,No,40.34,3,Yes,192
864,Yes,54005,15,0,1,No,171.98,2,Yes,217
865,Yes,30976,68,0,1,No,43.56,5,Yes,144
866,Yes,111015,111,1,4,No,37.03,2,No,22
867,Yes,57889,91,2,3,No,62.9,3,No,15
868,Yes,60779,35,0,3,No,109.34,2,No,183
869,No,64145,66,1,4,No,70.27,2,Yes,157
870,No,42354,75,0,4,No,91.55,4,Yes,204
871,Yes,86104,10,0,2,Yes,96.85,3,No,227
872,Yes,77803,92,0,4,No,193.16,4,Yes,186
873,Yes,83358,12,2,0,No,52.18,5,Yes,209
874,Yes,40640,8,1,3,No,38.0,2,Yes,204
875,Yes,87706,62,1,0,No,101.19,1,No,145
876,Yes,85396,30,0,0,No,190.49,2,Yes,135
877,No,60352,22,0,3,No,143.14,5,No,140
878,Yes,82900,112,0,2,No,92.14,5,No,193
879,Yes,70453,65,0,4,No,122.58,4,Yes,63
880,Yes,33120,85,0,2,No,78.3,5,Yes,68
881,Yes,61343,18,2,3,No,110.17,3,Yes,28
882,Yes,55369,104,0,0,No,52.05,2,No,88
883,Yes,66708,92,0,3,No,64.96,1,Yes,164
884,Yes,85422,39,0,3,No,64.17,4,Yes,227
885,No,32173,47,1,4,No,126.02,3,Yes,80
886,Yes,56128,4,0,1,No,175.82,4,No,42
887,Yes,48563,69,0,1,No,64.7,1,Yes,76
888,Yes,49422,58,1,1,No,145.25,5,No,84
889,Yes,48537,22,1,0,No,97.59,3,Yes,180
890,Yes,66363,104,1,4,No,135.83,1,Yes,160
891,No,75463,110,0,2,No,49.42,1,No,24
892,No,71966,68,0,4,No,148.14,1,Yes,167
893,No,68713,109,0,1,No,33.95,1,No,150
894,Yes,77434,43,2,1,No,99.4,2,Yes,62
895,Yes,112606,70,0,3,No,119.81,1,No,17
896,Yes,67717,26,1,2,No,187.66,3,Yes,161
897,Yes,85422,14,0,3,No,190.7,4,No,186
898,No,84283,33,1,3,No,61.29,3,No,174
899,Yes,100555,52,0,2,No,147.43,5,Yes,20
900,Yes,76210,90,0,3,No,36.26,2,No,69
901,Yes,48113,5,0,3,No,94.38,3,Yes,78
902,Yes,71097,26,0,3,No,171.87,2,Yes,121
903,Yes,70022,19,0,4,No,34.66,5,No,113
904,Yes,81303,84,2,2,No,190.59,2,No,176
905,Yes,47532,113,1,4,No,138.44,5,Yes,108
906,No,90326,117,1,1,No,34.03,4,No,102
907,No,65104,22,0,3,No,100.08,2,No,147
908,Yes,81787,1,1,2,No,135.11,1,Yes,214
909,Yes,71193,2,1,3,No,131.37,4,No,188
910,Yes,67451,72,0,3,No,46.21,1,No,91
911,Yes,69677,116,1,0,No,90.23,2,Yes,229
912,Yes,78439,23,0,0,No,92.32,3,Yes,120
913,Yes,104173,73,1,2,No,100.34,4,No,144
914,Yes,24652,36,1,3,No,129.4,3,No,179
915,Yes,75800,24,1,4,No,163.08,2,No,119
916,Yes,65879,3,0,4,No,52.79,4,Yes,128
917,Yes,61457,3,1,4,No,167.94,5,No,133
918,No,20000,52,0,0,No,146.93,2,No,135
919,No,76604,46,0,3,No,72.31,5,No,149
920,Yes,62500,70,1,4,No,187.58,5,No,118
921,No,48311,49,0,4,No,46.58,5,No,4
922,Yes,65849,16,2,0,No,163.15,4,No,220
923,No,59144,1,1,2,No,60.67,5,No,22
924,No,30152,82,2,3,No,138.86,4,No,152
925,Yes,66763,52,1,3,Yes,187.45,4,Yes,13
926,Yes,76601,15,1,2,No,183.46,4,No,98
927,Yes,54015,105,1,0,No,99.12,3,No,42
928,Yes,70234,34,1,0,No,66.78,2,No,238
929,Yes,67162,22,1,3,No,176.25,3,Yes,80
930,Yes,85909,87,1,2,Yes,147.68,5,No,94
931,Yes,62926,79,0,0,No,37.46,4,Yes,69
932,No,81021,64,0,2,No,53.66,3,No,75
933,No,58732,85,0,2,No,165.45,1,Yes,138
934,Yes,104346,16,0,1,Yes,50.37,5,No,98
935,Yes,56263,43,0,1,No,194.9,3,No,194
936,Yes,51300,12,0,4,No,132.71,5,Yes,20
937,Yes,62990,82,0,2,No,197.62,4,Yes,153
938,No,50439,75,3,4,No,127.19,5,No,194
939,Yes,40026,18,1,2,No,30.04,2,No,166
940,Yes,79552,108,0,0,No,133.06,4,Yes,201
941,Yes,20000,114,0,2,No,35.56,1,No,129
942,Yes,50649,27,1,2,No,183.01,4,Yes,145
943,Yes,38164,118,0,0,No,181.56,5,No,8
944,No,67843,65,0,0,No,145.59,1,Yes,111
945,Yes,21217,89,1,0,No,141.96,3,Yes,10
946,Yes,75957,45,0,4,No,50.57,4,No,178
947,Yes,78121,105,0,2,Yes,47.8,1,Yes,10
948,No,32347,51,0,1,No,116.06,5,No,72
949,No,68812,111,2,4,No,115.61,3,No,17
950,Yes,75321,69,1,1,No,194.87,3,No,240
951,Yes,83806,28,0,2,No,190.93,4,Yes,161
952,Yes,35621,38,2,4,No,55.92,2,Yes,210
953,Yes,32808,116,1,1,No,47.88,5,No,121
954,No,95052,65,1,4,No,40.07,2,Yes,8
955,Yes,48562,0,0,3,Yes,155.09,3,Yes,227
956,Yes,54451,76,1,1,No,186.42,3,No,62
957,Yes,77661,23,2,3,No,77.94,5,No,39
958,Yes,41615,115,0,2,No,172.77,3,No,37
959,Yes,59683,116,2,0,No,138.49,1,No,156
960,No,82834,83,0,4,No,114.15,4,Yes,133
961,Yes,36577,61,0,4,No,41.68,5,No,170
962,Yes,54999,53,2,4,No,166.64,1,No,204
963,Yes,42465,35,1,2,Yes,127.06,3,Yes,2
964,Yes,49521,34,0,2,No,37.23,1,Yes,31
965,Yes,88712,35,1,1,No,156.07,3,No,34
966,Yes,93101,90,1,1,No,121.2,2,Yes,43
967,No,70156,44,0,2,No,63.81,3,No,234
968,Yes,75644,86,0,4,No,158.48,1,No,236
969,Yes,75097,110,0,0,No,32.56,5,No,217
970,Yes,51553,73,2,2,No,111.42,4,No,179
971,Yes,69763,48,2,2,Yes,153.37,2,No,154
972,No,39093,14,2,4,No,81.64,3,No,17
973,No,45828,114,1,2,No,198.65,4,No,223
974,Yes,63263,114,2,2,No,164.87,4,Yes,123
975,Yes,43780,14,1,1,No,131.8,3,No,86
976,Yes,39545,72,2,4,No,133.48,1,No,220
977,Yes,50762,76,1,1,No,88.69,3,Yes,18
978,Yes,87926,62,1,0,Yes,51.03,3,Yes,89
979,Yes,96142,69,0,1,No,97.41,1,No,112
980,Yes,64348,73,2,3,No,140.39,3,No,13
981,Yes,76643,64,1,3,No,128.1,3,No,1
982,No,53730,111,0,4,No,72.63,5,No,147
983,Yes,23687,10,0,3,No,51.16,4,No,38
984,Yes,47129,17,1,1,No,120.67,3,No,173
985,No,58833,86,0,3,No,148.1,2,Yes,18
986,Yes,67819,33,1,1,No,97.28,1,No,11
987,Yes,62980,120,1,2,Yes,36.04,5,No,123
988,Yes,59367,93,2,1,No,87.15,3,Yes,189
989,Yes,53507,1,2,4,No,173.27,5,Yes,150
990,No,71877,110,0,3,No,112.24,4,Yes,175
991,No,37722,3,3,4,No,152.39,1,Yes,154
992,Yes,81041,81,0,1,No,165.27,4,No,212
993,Yes,53272,119,0,3,No,99.43,3,No,65
994,Yes,106341,58,1,2,No,92.28,3,Yes,207
995,Yes,58693,48,0,3,No,146.87,4,Yes,71
996,Yes,55396,78,0,1,No,140.29,2,No,24
997,No,53746,110,2,1,No,88.93,1,No,0
998,Yes,55595,35,0,0,No,40.29,3,Yes,18
999,No,77144,39,1,0,No,100.99,4,No,27
1000,Yes,64154,17,0,0,No,153.55,1,Yes,43
1001,Yes,84741,67,1,3,No,72.25,1,Yes,78
1002,Yes,74288,48,0,0,No,128.65,3,No,114
1003,No,65629,98,0,3,No,91.57,4,Yes,151
1004,No,72459,11,1,0,No,61.61,1,No,236
1005,No,88926,88,0,1,No,67.6,4,No,214
1006,Yes,78133,20,1,2,No,55.21,1,Yes,157
1007,Yes,70611,101,1,1,No,111.29,3,No,128
1008,No,73454,84,1,3,No,197.03,1,No,102
1009,Yes,41946,11,1,2,No,45.76,3,Yes,179
1010,Yes,116433,48,0,0,Yes,72.24,4,No,145
1011,Yes,75562,115,0,1,No,96.61,2,No,86
